# source: http://www.bco-dmo.org/dataset-deployment/453044
#  version: 06April2010 
#  PI: Minnett 
#  Radiosonde profiles of atmospheric temperature, humidity, wind speed and direction
# 
Filename    date_UTC  time_UTC  lat     lon     Hmax   Pmin   N     Id         Time_Min  Time_Sec  Height  Pressure  Temperature  RH  Dewp  PotTem  VapP  MixR  Dir  Speed  
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        4         14177   140.3     -54.2        1   -86.7  384.8   0.0   0.0   296  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        6         14183   140.1     -54.2        1   -86.7  385.0   0.0   0.0   297  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        8         14191   140.0     -54.3        1   -86.8  384.9   0.0   0.0   297  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        10        14197   139.8     -54.3        1   -86.8  385.0   0.0   0.0   297  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        12        14203   139.7     -54.3        1   -86.8  385.1   0.0   0.0   297  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        14        14211   139.5     -54.3        1   -86.8  385.2   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        16        14218   139.4     -54.4        1   -86.9  385.2   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        18        14224   139.3     -54.4        1   -86.9  385.2   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        20        14232   139.1     -54.4        1   -86.9  385.4   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        22        14238   138.9     -54.4        1   -86.9  385.5   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        24        14244   138.8     -54.5        1   -87.0  385.5   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        26        14250   138.7     -54.5        1   -87.0  385.5   0.0   0.0   298  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        28        14257   138.5     -54.5        1   -87.0  385.7   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        30        14263   138.4     -54.6        1   -87.0  385.6   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        32        14268   138.3     -54.6        1   -87.0  385.7   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        34        14271   138.2     -54.6        1   -87.0  385.8   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        36        14275   138.1     -54.7        1   -87.1  385.7   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        38        14280   138.0     -54.7        1   -87.1  385.7   0.0   0.0   298  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        40        14283   138.0     -54.7        1   -87.1  385.7   0.0   0.0   297  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        42        14288   137.9     -54.7        1   -87.1  385.8   0.0   0.0   297  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        44        14293   137.8     -54.7        1   -87.1  385.9   0.0   0.0   297  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        46        14296   137.7     -54.7        1   -87.1  386.0   0.0   0.0   296  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        48        14302   137.6     -54.6        1   -87.0  386.2   0.0   0.0   296  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        50        14303   137.5     -54.6        1   -87.0  386.3   0.0   0.0   296  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        52        14307   137.5     -54.6        1   -87.0  386.3   0.0   0.0   296  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        54        14311   137.4     -54.5        1   -87.0  386.6   0.0   0.0   296  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        56        14314   137.3     -54.5        1   -87.0  386.7   0.0   0.0   295  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   71        58        14318   137.2     -54.5        1   -87.0  386.7   0.0   0.0   295  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        0         14322   137.1     -54.4        1   -86.9  387.0   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        2         14324   137.1     -54.4        1   -86.9  387.0   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        4         14327   137.0     -54.3        1   -86.8  387.3   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        6         14332   136.9     -54.2        1   -86.7  387.5   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        8         14335   136.9     -54.2        1   -86.7  387.5   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        10        14338   136.8     -54.1        1   -86.7  387.8   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        12        14343   136.7     -54.1        1   -86.7  387.9   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        14        14344   136.7     -54.0        1   -86.6  388.0   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        16        14349   136.6     -54.0        1   -86.6  388.1   0.0   0.0   295  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        18        14352   136.5     -54.0        1   -86.6  388.2   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        20        14355   136.4     -54.0        1   -86.6  388.3   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        22        14358   136.4     -54.0        1   -86.6  388.3   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        24        14361   136.3     -54.0        1   -86.6  388.4   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        26        14364   136.2     -54.0        1   -86.6  388.4   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        28        14366   136.2     -54.0        1   -86.6  388.4   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        30        14369   136.1     -54.0        1   -86.6  388.5   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        32        14372   136.1     -54.0        1   -86.6  388.5   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        34        14377   136.0     -54.1        1   -86.7  388.4   0.0   0.0   294  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        36        14382   135.9     -54.1        1   -86.7  388.5   0.0   0.0   295  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        38        14383   135.8     -54.1        1   -86.7  388.6   0.0   0.0   295  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        40        14386   135.8     -54.1        1   -86.7  388.6   0.0   0.0   295  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        42        14390   135.7     -54.1        1   -86.7  388.7   0.0   0.0   295  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        44        14393   135.6     -54.1        1   -86.7  388.8   0.0   0.0   294  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        46        14394   135.6     -54.1        1   -86.7  388.8   0.0   0.0   294  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        48        14397   135.5     -54.2        1   -86.7  388.7   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        50        14402   135.4     -54.2        1   -86.7  388.7   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        52        14407   135.3     -54.2        1   -86.7  388.8   0.0   0.0   294  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        54        14410   135.3     -54.2        1   -86.7  388.8   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        56        14413   135.2     -54.2        1   -86.7  388.9   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   72        58        14418   135.1     -54.2        1   -86.7  389.0   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        0         14421   135.0     -54.2        1   -86.7  389.1   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        2         14426   134.9     -54.3        1   -86.8  389.0   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        4         14430   134.8     -54.3        1   -86.8  389.1   0.0   0.0   293  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        6         14433   134.8     -54.3        1   -86.8  389.1   0.0   0.0   292  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        8         14438   134.7     -54.3        1   -86.8  389.1   0.0   0.0   292  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        10        14443   134.6     -54.4        1   -86.9  389.0   0.0   0.0   292  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        12        14446   134.5     -54.4        1   -86.9  389.1   0.0   0.0   292  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        14        14452   134.4     -54.4        1   -86.9  389.2   0.0   0.0   292  33     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        16        14457   134.3     -54.4        1   -86.9  389.3   0.0   0.0   292  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        18        14463   134.1     -54.4        1   -86.9  389.5   0.0   0.0   292  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        20        14469   134.0     -54.5        1   -87.0  389.4   0.0   0.0   291  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        22        14474   133.9     -54.5        1   -87.0  389.4   0.0   0.0   291  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        24        14479   133.8     -54.5        1   -87.0  389.5   0.0   0.0   291  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        26        14485   133.7     -54.5        1   -87.0  389.6   0.0   0.0   291  32     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        28        14490   133.6     -54.5        1   -87.0  389.7   0.0   0.0   291  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        30        14496   133.5     -54.6        1   -87.0  389.6   0.0   0.0   290  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        32        14502   133.3     -54.6        1   -87.0  389.8   0.0   0.0   290  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        34        14508   133.2     -54.6        1   -87.0  389.9   0.0   0.0   290  31     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        36        14515   133.1     -54.7        1   -87.1  389.8   0.0   0.0   290  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        38        14521   132.9     -54.7        1   -87.1  389.9   0.0   0.0   290  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        40        14527   132.8     -54.8        1   -87.2  389.8   0.0   0.0   290  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        42        14533   132.7     -54.8        1   -87.2  389.9   0.0   0.0   290  30     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        44        14541   132.5     -54.8        1   -87.2  390.1   0.0   0.0   290  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        46        14547   132.4     -54.8        1   -87.2  390.2   0.0   0.0   290  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        48        14554   132.3     -54.8        1   -87.2  390.3   0.0   0.0   290  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        50        14561   132.1     -54.7        1   -87.1  390.6   0.0   0.0   291  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        52        14568   132.0     -54.7        1   -87.1  390.7   0.0   0.0   291  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        54        14574   131.8     -54.7        1   -87.1  390.9   0.0   0.0   291  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        56        14582   131.7     -54.7        1   -87.1  390.9   0.0   0.0   292  29     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   73        58        14588   131.6     -54.7        1   -87.1  391.0   0.0   0.0   292  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        0         14594   131.4     -54.7        1   -87.1  391.2   0.0   0.0   292  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        2         14602   131.3     -54.7        1   -87.1  391.3   0.0   0.0   292  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        4         14610   131.1     -54.6        1   -87.0  391.6   0.0   0.0   293  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        6         14618   130.9     -54.6        1   -87.0  391.8   0.0   0.0   293  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        8         14625   130.8     -54.6        1   -87.0  391.9   0.0   0.0   293  28     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        10        14635   130.6     -54.5        1   -87.0  392.2   0.0   0.0   293  27     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        12        14643   130.4     -54.5        1   -87.0  392.4   0.0   0.0   294  27     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        14        14649   130.3     -54.4        1   -86.9  392.7   0.0   0.0   294  27     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        16        14655   130.2     -54.4        1   -86.9  392.8   0.0   0.0   295  27     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        18        14661   130.1     -54.4        1   -86.9  392.9   0.0   0.0   295  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        20        14669   129.9     -54.4        1   -86.9  393.0   0.0   0.0   296  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        22        14676   129.8     -54.4        1   -86.9  393.1   0.0   0.0   296  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        24        14680   129.7     -54.4        1   -86.9  393.2   0.0   0.0   296  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        26        14688   129.5     -54.4        1   -86.9  393.4   0.0   0.0   297  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        28        14696   129.4     -54.3        1   -86.8  393.6   0.0   0.0   297  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        30        14704   129.2     -54.3        1   -86.8  393.8   0.0   0.0   298  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        32        14711   129.0     -54.3        1   -86.8  394.0   0.0   0.0   298  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        34        14719   128.9     -54.2        1   -86.7  394.3   0.0   0.0   298  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        36        14726   128.8     -54.2        1   -86.7  394.4   0.0   0.0   299  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        38        14735   128.6     -54.1        1   -86.7  394.7   0.0   0.0   299  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        40        14743   128.4     -54.1        1   -86.7  394.9   0.0   0.0   300  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        42        14751   128.3     -54.1        1   -86.7  395.0   0.0   0.0   300  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        44        14758   128.1     -54.1        1   -86.7  395.2   0.0   0.0   300  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        46        14765   128.0     -54.1        1   -86.7  395.2   0.0   0.0   301  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        48        14771   127.8     -54.1        1   -86.7  395.4   0.0   0.0   301  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        50        14779   127.7     -54.1        1   -86.7  395.5   0.0   0.0   301  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        52        14787   127.5     -54.0        1   -86.6  395.9   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        54        14793   127.4     -54.0        1   -86.6  396.0   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        56        14801   127.3     -54.1        1   -86.7  395.9   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   74        58        14807   127.1     -54.1        1   -86.7  396.0   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        0         14813   127.0     -54.1        1   -86.7  396.1   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        2         14821   126.9     -54.1        1   -86.7  396.2   0.0   0.0   302  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        4         14829   126.7     -54.2        1   -86.7  396.2   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        6         14835   126.6     -54.2        1   -86.7  396.3   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        8         14843   126.4     -54.2        1   -86.7  396.5   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        10        14851   126.3     -54.3        1   -86.8  396.4   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        12        14857   126.1     -54.3        1   -86.8  396.6   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        14        14865   126.0     -54.4        1   -86.9  396.5   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        16        14873   125.8     -54.4        1   -86.9  396.7   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        18        14881   125.7     -54.4        1   -86.9  396.8   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        20        14888   125.5     -54.5        1   -87.0  396.8   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        22        14895   125.4     -54.6        1   -87.0  396.7   0.0   0.0   303  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        24        14901   125.3     -54.6        1   -87.0  396.8   0.0   0.0   304  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        26        14909   125.1     -54.7        1   -87.1  396.8   0.0   0.0   304  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        28        14916   125.0     -54.7        1   -87.1  396.9   0.0   0.0   304  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        30        14924   124.8     -54.8        1   -87.2  396.9   0.0   0.0   304  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        32        14932   124.7     -54.9        1   -87.2  396.8   0.0   0.0   304  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        34        14940   124.5     -55.0        1   -87.3  396.8   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        36        14946   124.4     -55.0        1   -87.3  396.9   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        38        14954   124.2     -55.1        1   -87.4  396.9   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        40        14962   124.1     -55.2        1   -87.5  396.8   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        42        14968   124.0     -55.2        1   -87.5  396.9   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        44        14974   123.9     -55.3        1   -87.5  396.8   0.0   0.0   305  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        46        14980   123.7     -55.4        1   -87.6  396.8   0.0   0.0   306  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        48        14987   123.6     -55.4        1   -87.6  396.9   0.0   0.0   306  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        50        14994   123.5     -55.5        1   -87.7  396.8   0.0   0.0   306  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        52        15001   123.3     -55.5        1   -87.7  397.0   0.0   0.0   306  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        54        15005   123.2     -55.6        1   -87.7  396.9   0.0   0.0   306  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        56        15013   123.1     -55.7        1   -87.8  396.8   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   75        58        15019   123.0     -55.7        1   -87.8  396.9   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        0         15024   122.9     -55.8        1   -87.9  396.8   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        2         15030   122.8     -55.8        1   -87.9  396.9   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        4         15036   122.6     -55.9        1   -87.9  396.9   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        6         15043   122.5     -55.9        1   -87.9  397.0   0.0   0.0   307  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        8         15049   122.4     -56.0        1   -88.0  396.9   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        10        15053   122.3     -56.0        1   -88.0  397.0   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        12        15058   122.2     -56.1        1   -88.1  396.9   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        14        15066   122.1     -56.2        1   -88.2  396.8   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        16        15074   121.9     -56.2        1   -88.2  397.0   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        18        15080   121.8     -56.3        1   -88.2  396.9   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        20        15086   121.7     -56.3        1   -88.2  397.0   0.0   0.0   308  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        22        15092   121.6     -56.4        1   -88.3  396.9   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        24        15097   121.5     -56.4        1   -88.3  397.0   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        26        15105   121.3     -56.5        1   -88.4  397.0   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        28        15111   121.2     -56.5        1   -88.4  397.1   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        30        15117   121.1     -56.6        1   -88.4  397.0   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        32        15123   121.0     -56.7        1   -88.5  396.9   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        34        15129   120.9     -56.7        1   -88.5  397.0   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        36        15134   120.8     -56.7        1   -88.5  397.1   0.0   0.0   309  25     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        38        15142   120.6     -56.8        1   -88.6  397.1   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        40        15148   120.5     -56.9        1   -88.7  397.0   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        42        15153   120.4     -56.9        1   -88.7  397.1   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        44        15159   120.3     -57.0        1   -88.7  397.0   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        46        15165   120.2     -57.0        1   -88.7  397.1   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        48        15170   120.1     -57.1        1   -88.8  397.0   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        50        15176   120.0     -57.1        1   -88.8  397.1   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        52        15182   119.9     -57.2        1   -88.9  397.0   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        54        15188   119.7     -57.2        1   -88.9  397.2   0.0   0.0   309  26     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   76        56        15194   119.6     -57.3        1   -88.9  397.1   0.0   0.0   309  26     
